update,global_step,lr,pg_loss,v_loss,entropy,approx_kl,clipfrac,recent_return_mean,recent_return_std,best_return,sps,elapsed_sec
1,1000,0.00025,0.11368515342473984,0.091436006128788,1.5205920934677124,0.5902615189552307,0.6027500201016665,,,-1000000000.0,362,2.759127616882324
2,2000,0.00025,0.023509910330176353,0.05555714666843414,1.5020476579666138,0.08166597038507462,0.48550001718103886,,,-1000000000.0,368,5.433941602706909
3,3000,0.00025,0.03570353239774704,0.06388071179389954,1.5391056537628174,0.03417936712503433,0.45675002213101834,,,-1000000000.0,371,8.085289239883423
4,4000,0.00025,-0.06757332384586334,0.05949470400810242,1.4685760736465454,0.022603323683142662,0.29825001349672675,,,-1000000000.0,373,10.70023775100708
5,5000,0.00025,0.032890040427446365,0.03306345269083977,1.474924087524414,0.012285258620977402,0.19875000999309123,,,-1000000000.0,375,13.30405068397522
6,6000,0.00025,0.028494322672486305,0.04322650656104088,1.5697823762893677,0.0509454719722271,0.42000002041459084,,,-1000000000.0,375,15.978478908538818
7,7000,0.00025,0.013070011511445045,0.029001455754041672,1.5364563465118408,0.012980175204575062,0.30125001491978765,-21.0,0.0,-21.0,371,18.82302761077881
8,8000,0.00025,0.026438836008310318,0.035896364599466324,1.4902554750442505,0.015996286645531654,0.3560000183060765,-20.833333333333332,0.3726779962499649,-20.0,370,21.62044072151184
9,9000,0.00025,-0.037648994475603104,0.04084792733192444,1.4936872720718384,0.019991829991340637,0.31550001725554466,-20.833333333333332,0.3726779962499649,-20.0,370,24.259066104888916
10,10000,0.00025,-0.06298094987869263,0.024782054126262665,1.5529197454452515,0.020692525431513786,0.21075000989367254,-20.625,0.6959705453537527,-19.0,370,27.02437424659729
11,11000,0.00025,0.05675435811281204,0.025729723274707794,1.499179482460022,0.005281681194901466,0.1542500063078478,-20.625,0.6959705453537527,-19.0,370,29.66053605079651
12,12000,0.00025,0.05858951807022095,0.026403509080410004,1.3950821161270142,0.03136143460869789,0.34025001150439493,-20.625,0.6959705453537527,-19.0,371,32.291627407073975
13,13000,0.00025,0.010050644166767597,0.016839459538459778,1.457826852798462,0.011913417838513851,0.09150000417139381,-20.625,0.6959705453537527,-19.0,372,34.94549870491028
14,14000,0.00025,-0.10505367070436478,0.025397123768925667,1.3992717266082764,0.007665903307497501,0.1172500045504421,-20.454545454545453,0.655554777357089,-19.0,372,37.63078784942627
15,15000,0.00025,0.007039947900921106,0.041910603642463684,1.3790313005447388,0.006377130746841431,0.19325000722892582,-20.5,0.6454972243679028,-19.0,372,40.2731397151947
16,16000,0.00025,-0.06764857470989227,0.061387088149785995,1.321389079093933,0.0127073023468256,0.19125000850181095,-20.5625,0.6091746465505602,-19.0,371,43.028279542922974
17,17000,0.00025,0.02213033102452755,0.026774579659104347,1.2828233242034912,0.004192360211163759,0.10150000336579978,-20.5625,0.6091746465505602,-19.0,372,45.682044506073
18,18000,0.00025,0.03543755039572716,0.021570397540926933,1.2737218141555786,0.01109891477972269,0.10400000371737406,-20.5625,0.6091746465505602,-19.0,372,48.334012269973755
19,19000,0.00025,0.008121981285512447,0.006294096354395151,1.2143230438232422,0.017700111493468285,0.13475000753533095,-20.5625,0.6091746465505602,-19.0,372,51.0062370300293
20,20000,0.00025,0.03251703456044197,0.011695385910570621,1.1379868984222412,0.01188543438911438,0.09700000309385359,-20.58823529411765,0.5998846486579748,-19.0,373,53.61009883880615
21,21000,0.00025,0.07589484006166458,0.023562956601381302,1.1751048564910889,0.011137553490698338,0.13250000635161996,-20.526315789473685,0.5954583420518296,-19.0,372,56.34131407737732
22,22000,0.00025,0.046360164880752563,0.03067595139145851,1.298007845878601,0.013811515644192696,0.051750002399785444,-20.5,0.5916079783099616,-19.0,372,59.069759130477905
23,23000,0.00025,-0.07601401954889297,0.03317507356405258,1.3248623609542847,0.008456442505121231,0.10850000567734241,-20.45,0.5894913061275798,-19.0,372,61.75667858123779
24,24000,0.00025,-0.08804163336753845,0.03836126998066902,1.3762956857681274,0.00831274688243866,0.12500000605359674,-20.45,0.5894913061275798,-19.0,372,64.43150544166565
25,25000,0.00025,0.005164818838238716,0.03450639545917511,1.4693305492401123,0.01804112084209919,0.17525000707246363,-20.45,0.5894913061275798,-19.0,372,67.1215283870697
26,26000,0.00025,-0.015178807079792023,0.008596916683018208,1.3922083377838135,0.017347684130072594,0.25600001122802496,-20.45,0.5894913061275798,-19.0,372,69.7989616394043
27,27000,0.00025,-0.04401366785168648,0.04391246289014816,1.388968586921692,0.01950179785490036,0.16025000711670145,-20.45,0.5894913061275798,-19.0,372,72.51166534423828
28,28000,0.00025,0.041356902569532394,0.016547683626413345,1.391111135482788,0.006359412334859371,0.0952500042039901,-20.45,0.5894913061275798,-19.0,372,75.19801497459412
29,29000,0.00025,-0.01415185071527958,0.05637020245194435,1.3943078517913818,0.008578087203204632,0.17925000935792923,-20.5,0.5,-19.0,371,78.03285384178162
30,30000,0.00025,-0.037862956523895264,0.03794700279831886,1.4474214315414429,0.0076448661275208,0.0870000037830323,-20.5,0.5,-19.0,371,80.71410918235779
31,31000,0.00025,-0.042489975690841675,0.026900142431259155,1.348920464515686,0.009015828371047974,0.07700000301701948,-20.5,0.5,-19.0,371,83.34869408607483
32,32000,0.00025,0.10802284628152847,0.018665345385670662,1.418698787689209,0.005538908299058676,0.16325000929646194,-20.5,0.5,-19.0,371,86.07283401489258
33,33000,0.00025,-0.10800664126873016,0.01918121986091137,1.3068625926971436,0.009676394984126091,0.12950000434648246,-20.5,0.5,-19.0,372,88.68224430084229
34,34000,0.00025,-0.0415165051817894,0.024536874145269394,1.3109468221664429,0.006371890660375357,0.1392500071087852,-20.55,0.49749371855331004,-19.0,372,91.2441143989563
35,35000,0.00025,0.014132935553789139,0.02625894360244274,1.2998104095458984,0.01390909031033516,0.11175000492949039,-20.55,0.49749371855331004,-19.0,373,93.8322446346283
36,36000,0.00025,-0.059429850429296494,0.022724082693457603,1.3110872507095337,0.004737809766083956,0.17725000926293433,-20.55,0.49749371855331004,-19.0,373,96.44337773323059
37,37000,0.00025,-0.04237767308950424,0.033444300293922424,1.3021011352539062,0.0044905501417815685,0.14925000781659037,-20.6,0.4898979485566357,-19.0,373,99.01720714569092
38,38000,0.00025,-0.047221992164850235,0.030187921598553658,1.2588566541671753,0.01544953603297472,0.1965000091586262,-20.65,0.4769696007084729,-19.0,373,101.67233610153198
39,39000,0.00025,-0.061544906347990036,0.01477748155593872,1.2852015495300293,0.00945369340479374,0.12375000503379852,-20.65,0.4769696007084729,-19.0,374,104.24582982063293
40,40000,0.00025,0.041786257177591324,0.014331700280308723,1.3610918521881104,0.014007550664246082,0.1492500042077154,-20.6,0.4898979485566357,-19.0,374,106.79457330703735
41,41000,0.00025,-0.07480271905660629,0.02791222557425499,1.3300881385803223,0.0066108666360378265,0.13475000718608499,-20.6,0.4898979485566357,-19.0,375,109.29234552383423
42,42000,0.00025,-0.04463071748614311,0.03600453585386276,1.2973315715789795,0.00887839775532484,0.21275001182220876,-20.6,0.4898979485566357,-19.0,375,111.84788656234741
43,43000,0.00025,0.009605438448488712,0.02813691832125187,1.1871877908706665,0.009882275946438313,0.1290000063017942,-20.6,0.48989794855663565,-19.0,375,114.63251757621765
44,44000,0.00025,0.03283153846859932,0.02410999871790409,1.320129632949829,0.017365247011184692,0.12100000632926822,-20.6,0.48989794855663565,-19.0,375,117.19539070129395
45,45000,0.00025,0.019616618752479553,0.03281953185796738,1.244925856590271,0.02111978456377983,0.19850000739097595,-20.6,0.48989794855663565,-19.0,375,119.81570386886597
46,46000,0.00025,-0.010514025576412678,0.03404190391302109,1.3391255140304565,0.012207710184156895,0.07225000293692574,-20.65,0.4769696007084729,-19.0,376,122.31502437591553
47,47000,0.00025,0.005481741391122341,0.015355943702161312,1.281506896018982,0.028384370729327202,0.1835000088904053,-20.7,0.45825756949558405,-19.0,376,124.82156586647034
48,48000,0.00025,0.14073295891284943,0.034714363515377045,1.3581122159957886,0.021593039855360985,0.15950000513112172,-20.7,0.45825756949558405,-19.0,376,127.37318325042725
49,49000,0.00025,-0.06438907980918884,0.02099696733057499,1.3326704502105713,0.019451022148132324,0.0972500040079467,-20.75,0.4330127018922193,-19.0,377,129.8828001022339
50,50000,0.00025,0.06942262500524521,0.01968228630721569,1.3246268033981323,0.010821349918842316,0.19200000818818808,-20.7,0.45825756949558394,-19.0,377,132.61957478523254
51,51000,0.00025,-0.1030338779091835,0.027341535314917564,1.3769810199737549,0.013614592142403126,0.16575000900775194,-20.6,0.48989794855663565,-19.0,377,135.2657754421234
52,52000,0.00025,-0.059775982052087784,0.017982561141252518,1.3876551389694214,0.012508360669016838,0.1655000075697899,-20.6,0.48989794855663565,-19.0,377,137.84338998794556
53,53000,0.00025,-0.034306563436985016,0.02555428445339203,1.3571094274520874,0.02883635088801384,0.19425001158379018,-20.6,0.48989794855663565,-19.0,377,140.39530324935913
54,54000,0.00025,-0.082591213285923,0.013140182942152023,1.2872281074523926,0.01197262667119503,0.11300000696792267,-20.6,0.48989794855663565,-19.0,377,142.88536071777344
55,55000,0.00025,0.012310512363910675,0.01990484446287155,1.3182913064956665,0.019918126985430717,0.10125000349944457,-20.6,0.4898979485566357,-19.0,378,145.44484686851501
56,56000,0.00025,-0.012701263651251793,0.01996558904647827,1.351104497909546,0.01687028259038925,0.15950000879820436,-20.5,0.5,-19.0,378,148.0079836845398
57,57000,0.00025,0.003054752480238676,0.04011772572994232,1.3907840251922607,0.014764116145670414,0.15325000684242696,-20.5,0.5,-19.0,378,150.50174260139465
58,58000,0.00025,0.02766687422990799,0.029931481927633286,1.3996586799621582,0.017809612676501274,0.15100000705569983,-20.5,0.5,-19.0,378,153.0934226512909
59,59000,0.00025,-0.0302103441208601,0.01706770248711109,1.4097864627838135,0.005597053561359644,0.11525000486290082,-20.5,0.5,-19.0,378,155.77194261550903
60,60000,0.00025,0.1363542228937149,0.03053903765976429,1.3662922382354736,0.008466232568025589,0.14500000595580786,-20.45,0.49749371855331004,-19.0,378,158.44282793998718
61,61000,0.00025,0.011814926750957966,0.020395975559949875,1.3658994436264038,0.016191743314266205,0.13500000664498657,-20.45,0.49749371855331004,-19.0,378,161.14376044273376
62,62000,0.00025,-0.020452819764614105,0.023563824594020844,1.3708950281143188,0.00862668827176094,0.10025000406312756,-20.5,0.5,-19.0,378,163.78400874137878
63,63000,0.00025,0.07845897227525711,0.03458012640476227,1.358332872390747,0.020637132227420807,0.16850000683916733,-20.5,0.5,-19.0,378,166.36600017547607
64,64000,0.00025,0.03453409671783447,0.052019596099853516,1.376621127128601,0.017375631257891655,0.16475000814534724,-20.4,0.5830951894845301,-19.0,378,168.9374725818634
65,65000,0.00025,-0.04043443500995636,0.046480707824230194,1.3607066869735718,0.01743325963616371,0.1527500061201863,-20.3,0.5567764362830022,-19.0,378,171.52619624137878
66,66000,0.00025,-0.1268235743045807,0.05256274715065956,1.383719563484192,0.00914083980023861,0.1850000061094761,-20.3,0.5567764362830022,-19.0,379,174.1039912700653
67,67000,0.00025,0.02300584875047207,0.054496873170137405,1.3294193744659424,0.007315536495298147,0.07675000303424895,-20.3,0.5567764362830022,-19.0,379,176.70453691482544
68,68000,0.00025,0.01394408568739891,0.03677777200937271,1.4030954837799072,0.015971358865499496,0.16675000730901957,-20.25,0.6224949798994366,-19.0,379,179.20415568351746
69,69000,0.00025,-0.00888508465141058,0.07085271179676056,1.3776274919509888,0.00846137199550867,0.18300000845920295,-20.25,0.6224949798994366,-19.0,379,181.77408528327942
70,70000,0.00025,-0.12143629789352417,0.04488955810666084,1.3161736726760864,0.014839493669569492,0.12850000557955354,-20.25,0.6224949798994366,-19.0,379,184.509295463562
71,71000,0.00025,-0.041409146040678024,0.04068667069077492,1.2799673080444336,0.012704542838037014,0.14375000586733222,-20.05,0.8046738469715541,-18.0,379,187.31862092018127
72,72000,0.00025,0.022094368934631348,0.09236573427915573,1.3488216400146484,0.03133091330528259,0.2052500072750263,-20.05,0.8046738469715541,-18.0,379,189.8877148628235
73,73000,0.00025,-0.04673638194799423,0.03514864295721054,1.4688829183578491,0.014784242957830429,0.17400000896304846,-19.95,0.9205976319760985,-18.0,379,192.38905453681946
74,74000,0.00025,0.054476797580718994,0.04732309654355049,1.5480486154556274,0.025667373090982437,0.1817500069446396,-19.85,0.9096702699330126,-18.0,379,194.8718228340149
75,75000,0.00025,0.03201472759246826,0.035007935017347336,1.4693411588668823,0.015366772189736366,0.11225000442937016,-19.7,1.1,-17.0,379,197.48858666419983
76,76000,0.00025,-0.012804623693227768,0.050509385764598846,1.3970832824707031,0.010066905990242958,0.10500000417232513,-19.7,1.1,-17.0,379,200.13263416290283
77,77000,0.00025,-0.054174188524484634,0.06548219174146652,1.3691356182098389,0.015688816085457802,0.1587500078312587,-19.5,1.2449899597988732,-17.0,379,202.719633102417
78,78000,0.00025,-0.0074573480524122715,0.02736435830593109,1.3579802513122559,0.012779693119227886,0.09725000453181565,-19.35,1.2359207094308275,-17.0,380,205.25738620758057
79,79000,0.00025,-0.022825293242931366,0.030096085742115974,1.3895381689071655,0.0070167602971196175,0.13125000533182174,-19.25,1.2599603168354152,-17.0,379,207.92340326309204
80,80000,0.00025,0.02501201070845127,0.01927994377911091,1.5080020427703857,0.01724184863269329,0.27650000900030136,-19.1,1.3379088160259653,-17.0,379,210.62378573417664
81,81000,0.00025,0.08989325910806656,0.02076881378889084,1.479005217552185,0.012753144837915897,0.20675000920891762,-19.1,1.3379088160259653,-17.0,379,213.19982814788818
82,82000,0.00025,-0.016621679067611694,0.029963327571749687,1.4616541862487793,0.004455233458429575,0.14900000544730574,-19.1,1.3379088160259653,-17.0,379,215.9769308567047
83,83000,0.00025,-0.04980916902422905,0.033775027841329575,1.3774704933166504,0.015760554000735283,0.13275000546127558,-19.05,1.3592277219068187,-17.0,379,218.50654792785645
84,84000,0.00025,-0.0310849417001009,0.01728765480220318,1.3676882982254028,0.008329157717525959,0.1222500060684979,-19.05,1.3592277219068187,-17.0,380,221.05109095573425
85,85000,0.00025,0.03421560674905777,0.033208053559064865,1.4197207689285278,0.017793575301766396,0.16850001012790017,-19.1,1.4106735979665883,-17.0,380,223.6200430393219
86,86000,0.00025,0.11937522143125534,0.028535019606351852,1.4225825071334839,0.006532246712595224,0.14825000439304858,-19.15,1.4585952145814822,-17.0,380,226.24528527259827
87,87000,0.00025,-0.03756175562739372,0.015297326259315014,1.394076943397522,0.008298512548208237,0.11850000312551856,-19.15,1.4585952145814822,-17.0,380,228.77525329589844
88,88000,0.00025,-0.042388126254081726,0.04921182990074158,1.4823521375656128,0.011745661497116089,0.11950000573415309,-19.25,1.5124483462254175,-17.0,380,231.2985556125641
89,89000,0.00025,0.00961362849920988,0.02595258504152298,1.497209072113037,0.009389577433466911,0.07525000357418321,-19.3,1.5524174696260027,-17.0,380,233.80987191200256
90,90000,0.00025,-0.06946373730897903,0.02886076830327511,1.4232016801834106,0.021130338311195374,0.24300000839866698,-19.35,1.525614630239236,-17.0,380,236.38954377174377
91,91000,0.00025,-0.03281300887465477,0.031464315950870514,1.4524117708206177,0.0074914852157235146,0.18875000975094736,-19.55,1.5321553446044565,-17.0,380,238.90940284729004
92,92000,0.00025,0.07421814650297165,0.04246563836932182,1.4297703504562378,0.012090613134205341,0.14650000724941492,-19.6,1.5297058540778354,-17.0,381,241.42068362236023
93,93000,0.00025,0.10016069561243057,0.038863811641931534,1.3474541902542114,0.014311820268630981,0.21875000931322575,-19.6,1.5297058540778354,-17.0,381,244.01062417030334
94,94000,0.00025,0.08552706241607666,0.05775894969701767,1.3233407735824585,0.016383524984121323,0.13550000672694296,-19.8,1.4352700094407325,-17.0,380,246.73068928718567
95,95000,0.00025,-0.015129649080336094,0.02765190415084362,1.2428710460662842,0.014410723000764847,0.0720000029541552,-19.8,1.4352700094407325,-17.0,380,249.38436937332153
96,96000,0.00025,0.0017931442707777023,0.020815029740333557,1.3876358270645142,0.014179668389260769,0.15800000727176666,-20.05,1.2835497652993437,-17.0,380,252.0794358253479
97,97000,0.00025,0.06752898544073105,0.028844453394412994,1.4109803438186646,0.011727780103683472,0.13775000715395436,-20.05,1.2835497652993437,-17.0,380,254.62738513946533
98,98000,0.00025,-0.0007911091088317335,0.042068276554346085,1.3309234380722046,0.010073861107230186,0.14600000577047467,-20.1,1.2206555615733703,-17.0,381,257.1773691177368
99,99000,0.00025,0.01174252387136221,0.03637220337986946,1.4150782823562622,0.010966679081320763,0.0965000048163347,-20.1,1.2206555615733703,-17.0,381,259.6699297428131
100,100000,0.00025,-0.009817253798246384,0.03617982566356659,1.4574600458145142,0.006585991010069847,0.07700000377371907,-20.2,0.9797958971132712,-17.0,381,262.1681749820709
101,101000,0.00025,-0.024139326065778732,0.045054350048303604,1.4306663274765015,0.010950654745101929,0.13925000641029328,-20.15,1.0136567466356647,-17.0,381,264.7647776603699
102,102000,0.00025,0.000659711891785264,0.044276949018239975,1.3745825290679932,0.016064085066318512,0.20600000955164433,-20.15,1.0136567466356647,-17.0,381,267.30904936790466
103,103000,0.00025,0.025868123397231102,0.04206988215446472,1.3799022436141968,0.012273788452148438,0.14650000625988469,-20.2,0.9273618495495703,-17.0,381,269.9500021934509
104,104000,0.00025,0.03301696851849556,0.05208061262965202,1.385229229927063,0.011932570487260818,0.11775000486522913,-20.2,0.9273618495495703,-17.0,381,272.5603024959564
105,105000,0.00025,-0.04415227100253105,0.04394249618053436,1.385424017906189,0.009276840835809708,0.13075000629760325,-20.15,0.9096702699330126,-17.0,381,275.0924530029297
106,106000,0.00025,-0.06465189158916473,0.028426820412278175,1.3424385786056519,0.00811255443841219,0.1517500076442957,-20.15,0.9096702699330126,-17.0,381,277.6639840602875
107,107000,0.00025,-0.08408621698617935,0.0379745177924633,1.40315580368042,0.011922396719455719,0.1722500065807253,-20.15,0.9096702699330126,-17.0,381,280.29286456108093
108,108000,0.00025,0.09624417871236801,0.032226402312517166,1.4798287153244019,0.009343280456960201,0.18600000720471144,-20.05,0.8645808232895291,-17.0,381,282.9169108867645
109,109000,0.00025,-0.03535901755094528,0.030128782615065575,1.3736990690231323,0.010146109387278557,0.1220000049797818,-19.85,1.061838029079765,-17.0,381,285.508095741272
110,110000,0.00025,-0.002720428630709648,0.026207376271486282,1.3681777715682983,0.010188063606619835,0.18875000649131835,-19.85,1.061838029079765,-17.0,381,288.02417397499084
111,111000,0.00025,-0.017563335597515106,0.050112418830394745,1.401999592781067,0.015801971778273582,0.17400000567431562,-19.75,1.0428326807307104,-17.0,382,290.5450167655945
112,112000,0.00025,-0.07261724025011063,0.03272092714905739,1.4092719554901123,0.009152769111096859,0.12950000498676673,-19.5,1.02469507659596,-17.0,382,293.14090299606323
113,113000,0.00025,0.007752640172839165,0.04586435854434967,1.377121925354004,0.010441469959914684,0.14775000591180287,-19.55,1.023474474522936,-17.0,382,295.7269630432129
114,114000,0.00025,-0.005998909007757902,0.04453982040286064,1.3617808818817139,0.014170899987220764,0.1515000061772298,-19.55,1.023474474522936,-17.0,382,298.32697582244873
115,115000,0.00025,-0.018402714282274246,0.03938253968954086,1.3472431898117065,0.011509689502418041,0.15575001039542258,-19.55,1.023474474522936,-17.0,382,300.9615879058838
116,116000,0.00025,0.0026731621474027634,0.02562122233211994,1.4143691062927246,0.010127167217433453,0.12775000592228025,-19.45,1.0712142642814275,-17.0,382,303.560293674469
117,117000,0.00025,-0.09743570536375046,0.028163431212306023,1.3430237770080566,0.017831603065133095,0.1182500054128468,-19.4,1.019803902718557,-17.0,382,306.22026920318604
118,118000,0.00025,-0.013649643398821354,0.028310047462582588,1.3900247812271118,0.020460888743400574,0.2745000076829456,-19.45,1.0712142642814275,-17.0,382,308.86750316619873
119,119000,0.00025,0.08750748634338379,0.03364957123994827,1.39271080493927,0.01867237314581871,0.15625000683940016,-19.25,1.1346805717910218,-17.0,381,311.53705978393555
120,120000,0.00025,-0.036712463945150375,0.029646290466189384,1.3584644794464111,0.016425201669335365,0.14100000681355596,-19.25,1.1346805717910218,-17.0,381,314.2076418399811
121,121000,0.00025,-0.0005704784416593611,0.04288390651345253,1.406443476676941,0.009772312827408314,0.11500000531668775,-19.3,1.1874342087037917,-17.0,381,316.87862491607666
122,122000,0.00025,-0.061914585530757904,0.023674828931689262,1.43157160282135,0.014887623488903046,0.09275000443449244,-19.3,1.1874342087037917,-17.0,381,319.47072982788086
123,123000,0.00025,-0.04966531693935394,0.029289573431015015,1.4257891178131104,0.007883865386247635,0.17650000884896144,-19.5,1.2041594578792296,-17.0,381,322.04621863365173
124,124000,0.00025,-0.04007396101951599,0.03463321924209595,1.4050018787384033,0.011630107648670673,0.13700000738026574,-19.5,1.2041594578792296,-17.0,381,324.6083655357361
125,125000,0.00025,0.04585970565676689,0.028990788385272026,1.3793483972549438,0.009641997516155243,0.12350000406149775,-19.5,1.2041594578792296,-17.0,382,327.1716060638428
126,126000,0.00025,-0.024276405572891235,0.039079029113054276,1.3242007493972778,0.007960440590977669,0.11200000520329922,-19.5,1.2041594578792296,-17.0,382,329.8387234210968
127,127000,0.00025,0.015185210853815079,0.02894781157374382,1.3759448528289795,0.019385604187846184,0.1695000100589823,-19.5,1.2041594578792296,-17.0,381,332.4931993484497
128,128000,0.00025,-0.03140278533101082,0.043263453990221024,1.411729097366333,0.007368600461632013,0.11725000571459532,-19.7,1.2688577540449522,-17.0,381,335.1528573036194
129,129000,0.00025,0.011326179839670658,0.0498257614672184,1.416451334953308,0.013894207775592804,0.120500004501082,-19.7,1.2688577540449522,-17.0,381,337.790296792984
130,130000,0.00025,0.14085356891155243,0.031435079872608185,1.4252747297286987,0.007566649466753006,0.09125000378116965,-19.75,1.299038105676658,-17.0,381,340.4456903934479
131,131000,0.00025,0.07860524207353592,0.039301298558712006,1.4405134916305542,0.017636684700846672,0.18125000729924068,-19.75,1.299038105676658,-17.0,381,343.088210105896
132,132000,0.00025,0.005089737009257078,0.05305489897727966,1.4689539670944214,0.007868749089539051,0.1625000073108822,-19.65,1.3518505834595775,-17.0,381,345.6718866825104
133,133000,0.00025,0.051901500672101974,0.031163688749074936,1.474277138710022,0.0077942125499248505,0.09250000456813723,-19.6,1.3564659966250536,-17.0,381,348.28862500190735
134,134000,0.00025,-0.0929722934961319,0.020971156656742096,1.4408555030822754,0.012664467096328735,0.15100000609527342,-19.85,1.2359207094308275,-17.0,381,350.9250719547272
