update,global_step,lr,pg_loss,v_loss,entropy,approx_kl,clipfrac,recent_return_mean,recent_return_std,best_return,sps,elapsed_sec
1,1000,0.00025,0.08431646227836609,0.04073086008429527,1.6926774978637695,0.08941250294446945,0.6492500305175781,,,-1000000000.0,363,2.748098850250244
2,2000,0.00025,0.046802837401628494,0.054938193410634995,1.6651052236557007,0.04633443057537079,0.5897500291466713,,,-1000000000.0,374,5.345805406570435
3,3000,0.00025,-0.047921884804964066,0.06604107469320297,1.5664936304092407,0.03984406590461731,0.41675001848489046,,,-1000000000.0,378,7.924009323120117
4,4000,0.00025,-0.02405705489218235,0.04455186799168587,1.6123199462890625,0.013806004077196121,0.29750001314096153,,,-1000000000.0,381,10.491559267044067
5,5000,0.00025,-0.0535571463406086,0.050867363810539246,1.6705327033996582,0.030706118792295456,0.31500001484528184,,,-1000000000.0,382,13.05734658241272
6,6000,0.00025,0.0348123162984848,0.02829190157353878,1.600267767906189,0.02554318867623806,0.382500012870878,,,-1000000000.0,384,15.614874362945557
7,7000,0.00025,-0.02374853566288948,0.028640229254961014,1.6862555742263794,0.01734762266278267,0.30375001241918653,-21.0,0.0,-21.0,384,18.226747512817383
8,8000,0.00025,-0.013411164283752441,0.024241384118795395,1.6428210735321045,0.008824696764349937,0.26300001121126115,-20.428571428571427,0.7284313590846836,-19.0,381,20.973767042160034
9,9000,0.00025,-0.05655563622713089,0.030514400452375412,1.6779615879058838,0.017504455521702766,0.36550001334398985,-20.375,0.6959705453537527,-19.0,382,23.54253578186035
10,10000,0.00025,0.0414603166282177,0.01301572099328041,1.6557261943817139,0.0119667649269104,0.37650001837755553,-20.375,0.6959705453537527,-19.0,382,26.110021352767944
11,11000,0.00025,0.1146760955452919,0.019106505438685417,1.689473271369934,0.014909095130860806,0.21850001090206206,-20.375,0.6959705453537527,-19.0,383,28.672456979751587
12,12000,0.00025,-0.023149147629737854,0.009256985038518906,1.7316694259643555,0.01221373025327921,0.16350000794045627,-20.375,0.6959705453537527,-19.0,384,31.23950481414795
13,13000,0.00025,0.00019598199287429452,0.015116753056645393,1.7192084789276123,0.011330797336995602,0.18375000869855285,-20.5,0.6708203932499369,-19.0,384,33.81594681739807
14,14000,0.00025,-0.01832047663629055,0.028128214180469513,1.6913074254989624,0.015398100018501282,0.24000000898377039,-20.642857142857142,0.6102859818083951,-19.0,384,36.434497594833374
15,15000,0.00025,0.04652949050068855,0.025617649778723717,1.673215389251709,0.012130546383559704,0.12525000656023622,-20.6875,0.582961190818051,-19.0,384,39.01476073265076
16,16000,0.00025,-0.049475111067295074,0.014413195662200451,1.651434063911438,0.013344265520572662,0.1450000051409006,-20.6875,0.582961190818051,-19.0,384,41.589012145996094
17,17000,0.00025,0.010677509941160679,0.03162829577922821,1.6380175352096558,0.014714106917381287,0.1800000078510493,-20.6875,0.582961190818051,-19.0,385,44.14990520477295
18,18000,0.00025,0.0044853175058960915,0.016970859840512276,1.6383188962936401,0.010492647998034954,0.1380000074277632,-20.6875,0.582961190818051,-19.0,385,46.7188138961792
19,19000,0.00025,0.00835033506155014,0.016938351094722748,1.6361740827560425,0.007253200747072697,0.1727500063716434,-20.72222222222222,0.558326423395605,-19.0,385,49.246936082839966
20,20000,0.00025,0.008271067403256893,0.026263531297445297,1.6506924629211426,0.009434480220079422,0.1650000074878335,-20.75,0.5361902647381804,-19.0,386,51.80628943443298
21,21000,0.00025,0.0005136337713338435,0.022099994122982025,1.6364883184432983,0.02103434130549431,0.2510000137845054,-20.7,0.5567764362830022,-19.0,385,54.40580224990845
22,22000,0.00025,0.00869985856115818,0.01740924082696438,1.6543747186660767,0.01380990631878376,0.1395000056072604,-20.7,0.5567764362830022,-19.0,386,56.99206590652466
23,23000,0.00025,-0.08856073766946793,0.022181889042258263,1.6442426443099976,0.007747475989162922,0.14775000663939863,-20.7,0.5567764362830022,-19.0,386,59.570019483566284
24,24000,0.00025,-0.002073785988613963,0.026276810094714165,1.6537420749664307,0.01714661903679371,0.1752500080037862,-20.7,0.5567764362830022,-19.0,386,62.142595529556274
25,25000,0.00025,-0.02683262526988983,0.05957863852381706,1.6280549764633179,0.01856440119445324,0.1312500045169145,-20.7,0.5567764362830022,-19.0,386,64.70363092422485
26,26000,0.00025,0.01942354440689087,0.03988676518201828,1.5452805757522583,0.017850570380687714,0.11900000489549711,-20.75,0.5361902647381804,-19.0,386,67.26833200454712
27,27000,0.00025,-0.008889095857739449,0.08563943207263947,1.6109849214553833,0.007193546276539564,0.158250009350013,-20.75,0.5361902647381804,-19.0,386,69.86031484603882
