update,global_step,lr,pg_loss,v_loss,entropy,approx_kl,clipfrac,recent_return_mean,recent_return_std,best_return,sps,elapsed_sec
1,1000,0.00025,0.11081400513648987,0.05724811181426048,1.3574100732803345,1.1071586608886719,0.7922500185668468,,,-1000000000.0,385,2.5922200679779053
2,2000,0.00025,0.07427978515625,0.06590092927217484,1.380925178527832,0.023704126477241516,0.5567500339820981,,,-1000000000.0,380,5.257162570953369
3,3000,0.00025,0.03894985094666481,0.05758821964263916,1.3648746013641357,0.010648445226252079,0.34700001718010753,,,-1000000000.0,383,7.81926703453064
4,4000,0.00025,0.033906083554029465,0.03327277675271034,1.4105384349822998,0.01790989562869072,0.277250015293248,,,-1000000000.0,385,10.3876953125
5,5000,0.00025,0.07059270143508911,0.025587204843759537,1.5503772497177124,0.062498580664396286,0.4770000223070383,,,-1000000000.0,380,13.150906801223755
6,6000,0.00025,-0.05787404254078865,0.021341267973184586,1.5285084247589111,0.009129323996603489,0.3307500199880451,,,-1000000000.0,381,15.70771861076355
7,7000,0.00025,0.03297976776957512,0.03344882279634476,1.4886232614517212,0.019301995635032654,0.32050001225434244,-20.857142857142858,0.3499271061118826,-20.0,374,18.689563274383545
8,8000,0.00025,0.018527857959270477,0.016065025702118874,1.5108269453048706,0.017859170213341713,0.3025000129127875,-20.75,0.4330127018922193,-20.0,376,21.26478600502014
9,9000,0.00025,-0.0886676013469696,0.007534318137913942,1.5200791358947754,0.011619632132351398,0.26300000632181764,-20.75,0.4330127018922193,-20.0,376,23.887042999267578
10,10000,0.00025,-0.051886431872844696,0.004072710871696472,1.4698867797851562,0.019094185903668404,0.24575001234188676,-20.75,0.4330127018922193,-20.0,377,26.46065354347229
11,11000,0.00025,0.0010371094103902578,0.003302820259705186,1.472548484802246,0.012282833456993103,0.17725000670179725,-20.75,0.4330127018922193,-20.0,379,29.017663717269897
12,12000,0.00025,-0.028182145208120346,0.008183054625988007,1.4335910081863403,0.01423973124474287,0.26500001014210284,-20.75,0.4330127018922193,-20.0,379,31.60787844657898
